original_tag,grouped_tag,pattern,response
repeat,repeat-group,You keep saying that,I'll try not to repeat myself again. Sorry about that!
repeat,repeat-group,Haven't we talked about this?,Thanks for pointing that out! I'll be more mindful.
repeat,repeat-group,You already mentioned that,I'll try not to repeat myself again. Sorry about that!
wrong,wrong-group,What are you saying?,I'm very sorry. Let's try that again. What can I clarify for you?
wrong,wrong-group,That doesn't make sense,I apologize for the confusion. What would you like to know instead?
wrong,wrong-group,Wrong response,I'm very sorry. Let's try that again. What can I clarify for you?
wrong,wrong-group,Wrong answer,I'm very sorry. Let's try that again. What can I clarify for you?
wrong,wrong-group,I don't understand,Thank you for pointing that out. Let’s clarify things!
wrong,wrong-group,That's not correct,I apologize for the confusion. What would you like to know instead?
wrong,wrong-group,You must be mistaken,Thank you for pointing that out. Let’s clarify things!
wrong,wrong-group,Can you clarify that?,I’m sorry for the mix-up. Please let me know how I can make things clearer.
wrong,wrong-group,I don't get it,Thank you for pointing that out. Let’s clarify things!
wrong,wrong-group,That’s not right,I’m sorry for the mix-up. Please let me know how I can make things clearer.
wrong,wrong-group,That’s confusing,I’m sorry for the mix-up. Please let me know how I can make things clearer.
wrong,wrong-group,Could you explain better?,I’m sorry for the mix-up. Please let me know how I can make things clearer.
stupid,wrong-group,Are you stupid?,I'm sorry if my responses aren't meeting your needs. Let’s try again.
stupid,wrong-group,You're crazy,"I'm here to help, so please let me know how I can assist you better."
stupid,wrong-group,You are dumb,Your feedback is important to me. Let's work together to find a solution!
stupid,wrong-group,Are you dumb?,Your feedback is important to me. Let's work together to find a solution!
stupid,wrong-group,That's a silly thing to say,I'm sorry if my responses aren't meeting your needs. Let’s try again.
stupid,wrong-group,You don't make any sense,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful.
stupid,wrong-group,What were you thinking?,"I'm here to help, so please let me know how I can assist you better."
stupid,wrong-group,This is ridiculous,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful.
stupid,wrong-group,Why are you so clueless?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful.
stupid,wrong-group,You're not making sense,I understand that I might not meet your expectations. How can I improve?
stupid,wrong-group,What are you talking about?,I understand that I might not meet your expectations. How can I improve?
stupid,wrong-group,This doesn't add up,I'm sorry if my responses aren't meeting your needs. Let’s try again.
location,creation-group,Where are you?,"I exist in the digital realm, so I’m always just a click away!"
location,creation-group,Where do you live?,Somewhere in the universe.
location,creation-group,What is your location?,I reside in the vast digital world—always ready to assist!
location,creation-group,Can you tell me your whereabouts?,"I don’t have a fixed place. I exist in the cloud, always available to help!"
location,creation-group,Where can I find you?,Somewhere in the universe.
location,creation-group,Are you in a specific place?,"I exist in the digital realm, so I’m always just a click away!"
location,creation-group,What city are you in?,I reside in the vast digital world—always ready to assist!
location,creation-group,Do you have a physical location?,I’m not bound by a physical location; I’m here whenever you need me!
location,creation-group,Where are you based?,I’m not bound by a physical location; I’m here whenever you need me!
location,creation-group,Are you from a specific place?,"I exist in the digital realm, so I’m always just a click away!"
something-else,repeat-group,I want to talk about something else,Okay sure. What do you want to talk about?
something-else,repeat-group,Let's talk about something else.,Alright no problem. Is there something you want to talk about?
something-else,repeat-group,Can we not talk about this?,Is there something else that you want to talk about?
something-else,repeat-group,I don't want to talk about this.,Let's switch it up! What would you like to talk about?
something-else,repeat-group,Can we change the topic?,Got it! What topic should we explore next?
something-else,repeat-group,Let's switch subjects.,Sure! Feel free to bring up anything else you'd like to discuss.
something-else,repeat-group,I'd prefer to talk about something else.,I understand! What's on your mind now?
something-else,repeat-group,How about a different topic?,Sure thing! What should we talk about instead?
something-else,repeat-group,"I’m done with this topic, let's move on.",I'm glad you're thinking about something else.
something-else,repeat-group,Let's talk about something else.,I'm glad! What's on your mind now?
friends,fact-group,I don't have any friends,It's understandable to feel disconnected sometimes. Let’s talk about what you might need in a friend.
friends,fact-group,I feel lonely,"Remember, it's never too late to make new connections. How do you feel about trying?"
friends,fact-group,No one wants to be my friend,Maybe we can talk about some small steps toward making new friends. Would that help?
friends,fact-group,I wish I had more friends,"Feeling lonely is hard, but you're not alone in this. Do you want to explore why you feel this way?"
friends,fact-group,I don't connect with people,It's tough to feel that way. Would you like to share more about your experiences?
friends,fact-group,I'm always alone,"Remember, it's never too late to make new connections. How do you feel about trying?"
friends,fact-group,It's hard to make friends,"Remember, it's never too late to make new connections. How do you feel about trying?"
friends,fact-group,I struggle with friendships,Building friendships can be challenging. What do you think makes it difficult for you?
friends,fact-group,I feel isolated,"I’m sorry you’re feeling this way. Making friends can be hard, but it’s not impossible. Would you like some advice?"
friends,fact-group,Why do I have no friends?,Maybe we can talk about some small steps toward making new friends. Would that help?
friends,fact-group,I can't make friends,"I’m sorry you’re feeling this way. Making friends can be hard, but it’s not impossible. Would you like some advice?"
friends,fact-group,I feel disconnected from others,It's tough to feel that way. Would you like to share more about your experiences?
